<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MTSS;D;20150430;00:00:00;265.0000000;1696750
MTSS;D;20150505;00:00:00;267.2500000;2426620
MTSS;D;20150506;00:00:00;262.5500000;1900770
MTSS;D;20150507;00:00:00;260.0000000;1509350
MTSS;D;20150508;00:00:00;264.8500000;1723650
MTSS;D;20150512;00:00:00;266.3000000;1656330
MTSS;D;20150513;00:00:00;271.0000000;2887630
MTSS;D;20150514;00:00:00;268.7000000;2212870
MTSS;D;20150515;00:00:00;269.0500000;1586400
MTSS;D;20150518;00:00:00;267.6500000;1148970
MTSS;D;20150519;00:00:00;260.0000000;1844840
MTSS;D;20150520;00:00:00;252.6500000;2614420
MTSS;D;20150521;00:00:00;251.0000000;2420510
MTSS;D;20150522;00:00:00;252.5000000;1450920
MTSS;D;20150525;00:00:00;254.0000000;1166670
MTSS;D;20150526;00:00:00;249.4000000;2792980
MTSS;D;20150527;00:00:00;244.5000000;2871840
MTSS;D;20150528;00:00:00;246.8500000;1748320
MTSS;D;20150529;00:00:00;243.0000000;2546220
MTSS;D;20150601;00:00:00;241.4000000;1895460
MTSS;D;20150602;00:00:00;245.3000000;2121770
MTSS;D;20150603;00:00:00;241.0500000;3485120
MTSS;D;20150604;00:00:00;239.5000000;2236470
MTSS;D;20150605;00:00:00;239.3000000;1465810
MTSS;D;20150608;00:00:00;241.5000000;2214850
MTSS;D;20150609;00:00:00;241.5000000;1713640
MTSS;D;20150610;00:00:00;239.0000000;2011210
MTSS;D;20150611;00:00:00;238.2500000;1201150
MTSS;D;20150615;00:00:00;241.6000000;2882220
MTSS;D;20150616;00:00:00;242.8000000;2161370
MTSS;D;20150617;00:00:00;240.1000000;2538390
MTSS;D;20150618;00:00:00;243.5000000;1073160
MTSS;D;20150619;00:00:00;245.0000000;1383400
MTSS;D;20150622;00:00:00;253.1000000;3435500
MTSS;D;20150623;00:00:00;250.5000000;1752280
MTSS;D;20150624;00:00:00;248.3500000;1355650
MTSS;D;20150625;00:00:00;246.0500000;1259390
MTSS;D;20150626;00:00:00;248.8000000;1257160
MTSS;D;20150629;00:00:00;243.2500000;2388350
MTSS;D;20150630;00:00:00;243.1000000;1650670
MTSS;D;20150701;00:00:00;243.9000000;2633370
MTSS;D;20150702;00:00:00;245.8500000;1796260
MTSS;D;20150703;00:00:00;243.9500000;2517720
MTSS;D;20150706;00:00:00;222.0500000;5253220
MTSS;D;20150707;00:00:00;218.0000000;2698520
MTSS;D;20150708;00:00:00;215.7000000;3021350
MTSS;D;20150709;00:00:00;219.6000000;2516330
MTSS;D;20150710;00:00:00;220.2500000;2026110
MTSS;D;20150713;00:00:00;222.1500000;1297490
MTSS;D;20150714;00:00:00;219.7500000;1835920
MTSS;D;20150715;00:00:00;218.2000000;1338750
MTSS;D;20150716;00:00:00;221.7000000;1523170
MTSS;D;20150717;00:00:00;219.9000000;1564120
MTSS;D;20150720;00:00:00;216.8000000;2490320
MTSS;D;20150721;00:00:00;214.9500000;2589530
MTSS;D;20150722;00:00:00;211.8000000;2304320
MTSS;D;20150723;00:00:00;215.5000000;2167420
MTSS;D;20150724;00:00:00;211.0000000;2850910
MTSS;D;20150727;00:00:00;207.6500000;2542290
MTSS;D;20150728;00:00:00;211.8000000;1929790
MTSS;D;20150729;00:00:00;217.0500000;2612830
MTSS;D;20150730;00:00:00;219.0000000;2568190
MTSS;D;20150731;00:00:00;224.9000000;3505140
MTSS;D;20150803;00:00:00;222.5500000;2151950
MTSS;D;20150804;00:00:00;222.2500000;2121510
MTSS;D;20150805;00:00:00;227.1000000;2386690
MTSS;D;20150806;00:00:00;227.6000000;2800990
MTSS;D;20150807;00:00:00;229.6500000;2264990
MTSS;D;20150810;00:00:00;231.0000000;1778160
MTSS;D;20150811;00:00:00;231.9500000;2341470
MTSS;D;20150812;00:00:00;230.0000000;1253400
MTSS;D;20150813;00:00:00;229.5000000;1388290
MTSS;D;20150814;00:00:00;226.7000000;3276010
MTSS;D;20150817;00:00:00;230.1000000;1638590
MTSS;D;20150818;00:00:00;229.3000000;1408290
MTSS;D;20150819;00:00:00;227.9500000;2181340
MTSS;D;20150820;00:00:00;232.0000000;2846560
MTSS;D;20150821;00:00:00;228.7000000;1863760
MTSS;D;20150824;00:00:00;223.7500000;3834160
MTSS;D;20150825;00:00:00;224.7000000;2831480
MTSS;D;20150826;00:00:00;221.0000000;2958410
MTSS;D;20150827;00:00:00;227.2500000;2957630
MTSS;D;20150828;00:00:00;228.9000000;2530620
MTSS;D;20150831;00:00:00;228.8500000;2633780
MTSS;D;20150901;00:00:00;227.5500000;1985070
MTSS;D;20150902;00:00:00;228.0000000;1959990
