<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
POLY;D;20160112;00:00:00;599.5000000;35193
POLY;D;20160113;00:00:00;600.0000000;21243
POLY;D;20160114;00:00:00;611.0000000;18877
POLY;D;20160115;00:00:00;601.5000000;44828
POLY;D;20160118;00:00:00;590.5000000;22444
POLY;D;20160119;00:00:00;587.0000000;16110
POLY;D;20160120;00:00:00;602.5000000;36436
POLY;D;20160121;00:00:00;615.0000000;24352
POLY;D;20160122;00:00:00;600.0000000;43044
POLY;D;20160125;00:00:00;610.0000000;8812
POLY;D;20160126;00:00:00;610.5000000;9858
POLY;D;20160127;00:00:00;626.0000000;12909
POLY;D;20160128;00:00:00;620.0000000;12991
POLY;D;20160129;00:00:00;620.0000000;18916
POLY;D;20160201;00:00:00;648.0000000;32714
POLY;D;20160202;00:00:00;668.5000000;33017
POLY;D;20160203;00:00:00;668.5000000;14240
POLY;D;20160204;00:00:00;690.5000000;35352
POLY;D;20160205;00:00:00;683.5000000;35744
POLY;D;20160208;00:00:00;692.0000000;20491
POLY;D;20160209;00:00:00;685.5000000;25415
POLY;D;20160210;00:00:00;681.0000000;34760
POLY;D;20160211;00:00:00;712.5000000;71571
POLY;D;20160212;00:00:00;701.0000000;39383
POLY;D;20160215;00:00:00;680.5000000;30568
POLY;D;20160216;00:00:00;674.5000000;33977
POLY;D;20160217;00:00:00;672.0000000;28013
POLY;D;20160218;00:00:00;696.5000000;25879
POLY;D;20160219;00:00:00;713.0000000;13337
POLY;D;20160220;00:00:00;720.0000000;2401
POLY;D;20160222;00:00:00;695.5000000;20521
POLY;D;20160224;00:00:00;690.0000000;21211
POLY;D;20160225;00:00:00;683.5000000;15618
POLY;D;20160226;00:00:00;689.0000000;46698
POLY;D;20160229;00:00:00;689.0000000;21505
POLY;D;20160301;00:00:00;675.0000000;40227
POLY;D;20160302;00:00:00;690.0000000;20198
POLY;D;20160303;00:00:00;696.0000000;28790
POLY;D;20160304;00:00:00;719.5000000;43183
POLY;D;20160307;00:00:00;748.0000000;29766
POLY;D;20160309;00:00:00;707.0000000;38944
POLY;D;20160310;00:00:00;710.5000000;42308
POLY;D;20160311;00:00:00;703.0000000;19417
POLY;D;20160314;00:00:00;706.5000000;12881
POLY;D;20160315;00:00:00;705.5000000;84748
POLY;D;20160316;00:00:00;700.5000000;15511
POLY;D;20160317;00:00:00;710.0000000;54829
POLY;D;20160318;00:00:00;709.5000000;17650
POLY;D;20160321;00:00:00;701.5000000;11742
POLY;D;20160322;00:00:00;689.5000000;24936
POLY;D;20160323;00:00:00;688.0000000;46474
POLY;D;20160324;00:00:00;692.5000000;17203
POLY;D;20160325;00:00:00;692.5000000;1998
POLY;D;20160328;00:00:00;690.0000000;2427
POLY;D;20160329;00:00:00;655.5000000;71302
POLY;D;20160330;00:00:00;667.0000000;41662
POLY;D;20160331;00:00:00;655.5000000;23609
POLY;D;20160401;00:00:00;646.0000000;23651
POLY;D;20160404;00:00:00;661.0000000;13089
POLY;D;20160405;00:00:00;661.0000000;11120
POLY;D;20160406;00:00:00;654.0000000;13561
POLY;D;20160407;00:00:00;657.5000000;10522
POLY;D;20160408;00:00:00;653.5000000;8837
POLY;D;20160411;00:00:00;673.5000000;14301
POLY;D;20160412;00:00:00;658.0000000;14344
POLY;D;20160413;00:00:00;662.0000000;22718
POLY;D;20160414;00:00:00;657.0000000;14422
POLY;D;20160415;00:00:00;655.5000000;8714
POLY;D;20160418;00:00:00;653.0000000;28358
POLY;D;20160419;00:00:00;669.0000000;19249
POLY;D;20160420;00:00:00;670.0000000;13393
POLY;D;20160421;00:00:00;669.0000000;20608
POLY;D;20160422;00:00:00;677.0000000;15351
POLY;D;20160425;00:00:00;672.0000000;25897
POLY;D;20160426;00:00:00;675.0000000;6752
POLY;D;20160427;00:00:00;671.0000000;3436
POLY;D;20160428;00:00:00;668.0000000;3877
POLY;D;20160429;00:00:00;667.5000000;7439
POLY;D;20160504;00:00:00;656.0000000;14633
POLY;D;20160505;00:00:00;638.0000000;15054
POLY;D;20160506;00:00:00;659.5000000;17636
POLY;D;20160510;00:00:00;644.0000000;7499
POLY;D;20160511;00:00:00;658.5000000;16862
POLY;D;20160512;00:00:00;736.5000000;186280
POLY;D;20160513;00:00:00;711.0000000;21554
POLY;D;20160516;00:00:00;725.0000000;11851
POLY;D;20160517;00:00:00;757.0000000;41039
POLY;D;20160518;00:00:00;769.0000000;45986
POLY;D;20160519;00:00:00;774.5000000;16481
POLY;D;20160520;00:00:00;785.5000000;24196
POLY;D;20160523;00:00:00;789.5000000;13233
POLY;D;20160524;00:00:00;792.0000000;17126
POLY;D;20160525;00:00:00;774.5000000;20028
POLY;D;20160526;00:00:00;795.0000000;11899
POLY;D;20160527;00:00:00;787.0000000;3440
POLY;D;20160530;00:00:00;782.5000000;4005
POLY;D;20160531;00:00:00;766.0000000;12657
POLY;D;20160601;00:00:00;795.0000000;9886
POLY;D;20160602;00:00:00;815.0000000;17775
POLY;D;20160603;00:00:00;809.5000000;9894
POLY;D;20160606;00:00:00;848.0000000;19004
POLY;D;20160607;00:00:00;834.0000000;10052
POLY;D;20160608;00:00:00;850.0000000;10988
POLY;D;20160609;00:00:00;830.5000000;7121
POLY;D;20160610;00:00:00;837.5000000;14535
POLY;D;20160614;00:00:00;799.5000000;14560
POLY;D;20160615;00:00:00;807.0000000;23784
POLY;D;20160616;00:00:00;794.0000000;13546
POLY;D;20160617;00:00:00;797.0000000;3275
POLY;D;20160620;00:00:00;815.5000000;3804
